il_adi;belediye_ismi;belediye_tel;belediye_faks;belediye_mail;belediye_web;nufus
kýrklareli;lüleburgaz;2884171012;2884174779;info@luleburgaz.bel.tr;www.luleburgaz.bel.tr;106545
kýrklareli;pehlivanköy;2887141140;2887141007;pehlivankoybelediyesi@gmail.com;www.pehlivankoy.bel.tr;1906
kýrklareli;pýnarhisar;2886151027;2886151134;pinarhisarbelediyesi@hotmail.com;www.kýrklarelipinarhisar.bel.tr;10533
kýrklareli;vize;2883181021;2883181046;belediye@vize.bel.tr;www.vize.bel.tr;12631
kýrþehir;akçakent;3863127337;3863127337;akcakentbld@hotmail.com;;995
kýrþehir;akpýnar;3864122006;3864122006;akpinarbelediyesi@hotmail.com;www.kýrþehirakpinar.bel.tr;3035
kýrþehir;boztepe;3865123004;3865123270;bilgi@boztepe.bel.tr;www.boztepe.bel.tr;2779
kýrþehir;çiçekdaðý;3866122266;3866122307;cicekagi.belediyesi@mynet.com;www.cicekdagibelediyesi.com;6402
kýrþehir;kaman;3867122510;3867122197;;;22278
kýrþehir;mucur;3868124007;3868122725;mucurbelediyesi@mynet.com;www.mucur.bel.tr;12498
kocaeli;gebze;2626420430;2626420430;ozelkalem@gebzebel.tr;www.gebze.bel.tr;329195
kocaeli;gölcük;2624144585;2624120630;ozelkalem@golcuk.bel.tr;www.golcuk.bel.tr;145805
kocaeli;kandýra;2625516272;2625513061;bilgi@kandira.bel.tr;www.kandira bel.tr;50046
kocaeli;karamürsel;2624521025;2624521389;info@karamursel.bel.tr;www.karamursel.bel.tr;53033
kocaeli;körfez;2625282302;2625285422;bilgi@korfez.bel.tr;www.korfez.bel.tr;142884
kocaeli;derince;2622394015;2622290027;yaziisleri@derince.bel.tr;www.derince.bel.tr;130657
kocaeli;baþiskele;2623433416;2623435439;ozelkalem@basiskele.bel.tr;www.basiskele.bel.tr;76605
kocaeli;çayýrova;2627437912;2627445238;baskan@cayirova.bel.tr;www.cayirova.bel.tr;103536
kocaeli;darýca;2627452130;2627454103;baskan@darica.bel.tr;www.darica.bel.tr;164385
kocaeli;dilovasý;2627545520;2627545098;baskan@dilovasi.bel.tr;www.dilovasi.bel.tr;45610
kocaeli;izmit;2623180000;2623180040;www.izmit.bel.tr;www.izmit.bel.tr;332754
kocaeli;kartepe;2623166801;2623166861;o.kalem@kartepe.bel.tr;www.kartepe.bel.tr;101692
konya;karatay;3323501313;3323508872;baskan@karatay.bel.tr;www.karatay.bel.tr;286355
konya;meram;3323222041;3323200341;baskan@meram.bel.tr;www.meram.bel.tr;333988
konya;selçuklu;3322510251;3322653080;belediye@selcuklu.bel.tr;www.selcuklu.bel.tr;565093
konya;ahýrlý;3324814059;33248141337;;;4765
konya;akören;3324612378;3324613121;akoren-bld@hotmail.com;akoren.bel.tr;6740
konya;akþehir;3328132906;3328126815;kultur@aksehir.bel.tr;www.aksehir.bel.tr;93883
konya;altýnekin;3326312242;3326312202;info@altinekin.bel.tr;www.altinekin.bel.tr;14528
konya;beyþehir;3325124769;3325121958;beysehir@beysehir.bel.tr;www.beysehir.bel.tr;70297
konya;bozkýr;3324261111;3324261356;info@bozkir.bel.tr;www.bozkir.bel.tr;28152
konya;cihanbeyli;3326734170;3326734182;tufan-yilmaz@hotmail.com;www.cihanbeyli.bel.tr;56234
konya;çeltik;3328712204;3328712014;celtik@konyaceltik.bel.tr;www.konyaceltik.bel.tr;10396
konya;çumra;3324471230;3324473993;baskan@cumra.bel.tr;www.cumra.bel.tr;64619
konya;derbent;3325612005;3325612111;derbentbelediye@hotmail.com;www.derbent.bel.tr;4783
konya;derebucak;3325371493;3325371495;derebucakbelediyesi@hotmail.com;www.derebucak.bel.tr;7576
konya;doðanhisar;3325561322;3325561205;info@doganhisar.bel.tr;www.doganhisar.bel.tr;18193
konya;emirgazi;3327472251;3327472002;emirgazi@emirgazi.bel.tr;www.emirgazi.bel.tr;9324
konya;ereðli;3327131065;3327131240;e-belediye42@windowslive.com;www.eregli.bel.tr;137837
konya;hadim;3324181120;3324181827;bolat42@hotmail.com;www.hadim.bel.tr;13572
konya;halkapýnar;3327712020;3327712017;yaziisleri@halkapinar.bel.tr.;www.halkapinar.bel.tr;4739
konya;hüyük;3325431330;3325432717;huyukbelediyesi@hotmail.com;;16769
konya;ýlgýn;3328816931;3328816931;halklailiskiler@ilgin.bel.tr;www.ilgin.bel.tr;56452
konya;kadýnhaný;3328341520;3328343580;bilgi@kadinhani.bel.tr;www.kadinhani.bel.tr;33382
konya;karapýnar;3327557500;3327552516;bilgi@karapinar.bel.tr;www.karapinar.bel.tr;48665
konya;kulu;3326416530;3326412150;bilgi@kulu.bel.tr;www.kulu.bel.tr;51314
konya;sarayönü;3326171085;3326173031;;www.sarayonubld.tr;27059
konya;seydiþehir;3325823428;3325822211;seydisehir@seydisehir.bel.tr;www.golyakabelediyesi.bel.tr;63628
konya;taþkent;3324971010;3324971242;bilgi@taskent.bel.tr;www.taskent.bel.tr;7094
konya;tuzlukçu;3328612005;3328612319;tuklukcu_1950@mynet.com;www.tuzlukcu.bel.tr;7111
konya;yalýhüyük;3325716181;3325716181;yhuyuk.bl@hotmail.com;;1830
konya;yunak;3328512441;3328512390;yunakbel.1953@hotmail.com;www.yunak.bel.tr;24919
kütahya;altýntaþ;2743112450;2743112452;altintasbelediyesi@hotmail.com;www.altintas.bel.tr;5486
kütahya;aslanapa;2743312220;2743312224;aslanapabelediyesi43@hotmail.com;;2300
kütahya;çavdarhisar;2743512006;2743512059;;www.cavdarhisar.bel.tr;2343
kütahya;domaniç;2746613002;2746613151;belediye@domanic.bel.tr;www.domanic.bel.tr;4731
kütahya;dumlupýnar;2743712100;2743712197;;www.dumlupinar.bel.tr;1258
kütahya;emet;2744614148;2744613131;emetbel@hotmail.com;yapým asamasýnda;11401
kütahya;gediz;2744124444;2744122546;gediz@gediz.bel.tr;www.gediz.bel.tr;21514
kütahya;hisarcýk;2744813085;2744813151;hisarcikbelediyesi@ttmail.com;www.hisarcik.bel.tr;5600
kütahya;pazarlar;2745712002;2745712255;info@pazarlar.bel.tr;www.pazarlar.bel.tr;3303
kütahya;simav;2745137006;2745137010;baskan@simav.bel.tr;www.simav.bel.tr;25506
kütahya;þaphane;2745512005;2745512233;saphane@saphane.bel.tr;www.saphane.bel.tr;3683
kütahya;tavþanlý;2746141510;2746141568;baskan@tavsanli.bel.tr;www.tavsanli.bel.tr;67226
malatya;akçadað;4224171036;4224171311;;www.akcadag.bel.tr;32260
malatya;arapgir;4228113003;4228113222;arapgirbld@mynet.com;www.arapgir.bel.tr;11041
malatya;arguvan;4227712006;4227712091;;;9038
malatya;battalgazi;4228413001;4228413050;battalgazibelediyesi@hotmail.com;www.battalgazi.bel.tr;297806
malatya;darende;4226151039;4226151656;darendebelediyesi@hotmail.com;;28978
malatya;doðanþehir;4225171079;4225171667;dogansehirbelediyesi@mynet.com;www.dogansehir.bel.tr/;41006
malatya;doðanyol;4228816293;4228816008;doganyol@doganyolbelediyesi.com;www.doganyolbelediyesi.com;4720
malatya;hekimhan;4227131189;4227133088;hekimhanbelediyesi@hotmail.com;www.hekimhan.bel.tr;22181
malatya;kale;4228616260;4228616989;info@malatyakale.bel.tr;www.malatyakale.bel.tr;5975
malatya;kuluncak;4226812003;4226812584;kuluncakbel@hotmail.com;;8885
malatya;pütürge;4225612012;4225612398;info@puturgr.bel.tr;;17986
malatya;yazýhan;4227514054;4227514084;;;15297
malatya;yeþilyurt;4224813470;4224813742;yesilyurtbelediyesi4444@hotmail.com;;267365
manisa;ahmetli;2367681300;2367681092;ahmbld@hotmail.com;www.ahmetlibelediyesi.com.tr;16266
manisa;akhisar;2364135991;2364143514;akbel@akhisar.bel.tr;www.akhisar.bel.tr;161918
manisa;alaþehir;2366531537;2366539390;als.bel.tr@gmail.com;www.alasehir.bel.tr;99504
manisa;demirci;2364621517;2364621548;demircibld@demirci-bld.gov.tr;www.demirci-bld.gov.tr;43628
manisa;gölmarmara;2365151002;2365151006;golmarmara@golmarmara.bel.tr;www.golmarmara.bel.tr;15449
manisa;gördes;2365471520;2365472872;gordes_belediyesi@hotmail.com;www.gordes.bel.tr;30341
manisa;kýrkaðaç;2365881022;2365881076;info@kirkagac.bel.tr;www.kirkagac.bel.tr;46160
manisa;köprübaþý;2365712298;2365712428;baskan@koprubasi.bel.tr;www.koprubasi.bel.tr;14045
manisa;kula;2368167000;2368167002;info@kula.bel.tr;www.kula.bel.tr;45892
manisa;salihli;2367131366;2367132322;info@salihli.bel.tr;www.salihli.bel.tr;156330
manisa;sarýgöl;2368671007;2368672493;belgebel@ttmail.com;www.sarigol.bel.tr;36209
manisa;saruhanlý;2363573470;2363573474;info@saruhanli.bel.tr;www.saruhanlibel.tr;53821
manisa;selendi;2367881005;2367881043;bselendib@ttnet.net.tr;www.selendi.bel.tr;22047
manisa;soma;2366131601;2366132418;bilgi@soma.bel.tr;www.soma.bel.tr;105391
manisa;turgutlu;2363134693;2363131078;;;148130
manisa;þehzadeler;;;;;164649
manisa;yunusemre;;;;;199683
mardin;dargeçit;4823812001;4823812225;dargecitbel@mynet.com;www.dargecit.bel.tr;28891
mardin;derik;4822513024;4822513039;derikbelediyesi@mynet.com;www.derik.bel.tr;61226
mardin;kýzýltepe;5321341292;4823122054;;www.kiizltepe-bld.gov.tr;225888
mardin;mazýdaðý;4825111011;4825111009;mazidagibelediye@hotmail.com;www.mazidagi.bel.tr;33083
mardin;midyat;4824622980;4824622960;midyatbelediyesi47@hotmail.com;www.midyat.bel.tr;105456
mardin;nusaybin;4824151295;4824153699;nusaybinbelediyesi@hotmail.com;www.nusaybin.bel.tr;115380
mardin;ömerli;4825413161;4825413027;omerlibelediyesi@ttnet.net;www.mardinomerli.bel.tr;15045
mardin;savur;4825712142;4825712022;staurebelediyesi@hotmail.com;;29826
mardin;yeþilli;4825911981;4825911006;yesilli@yesilli.bel.tr;www.yesilli.bel.tr;16877
mardin;artuklu;;;;;148066
mersin;anamur;3248141115;3248142020;bilgi@anamur.bel.tr;www.anamur.bel.tr;63059
mersin;aydýncýk;3248413050;3248412587;aydincikbelediye@ttmail.com;;11473
mersin;bozyazý;3248513007;3248513430;bozyazibel@hotmail.com;www.bozyazi.bel.tr;26595
mersin;çamlýyayla;3246813003;3246814661;bilge@camliyayla.bel.tr;www.camliyayla.bel.tr;8781
mersin;erdemli;3245151790;3245154128;erdemli.belediyesi@mynet.com;www.erdemli.bel.tr;130226
mersin;gülnar;3247517110;3247513910;gulnarbeld.-@hotmail.com;www.gulnar.bel.tr;26451
mersin;mut;3247742727;3247742339;info@mut.bel.tr;www.mut.bel.tr;62693
mersin;silifke;3247142137;3247142186;b_aliongel@silifke-bld.gov.tr;www.silifke-bld.gov.tr;114675
mersin;tarsus;3246163377;3246163525;www.tarsusbel.tr;www.tarsus.bel.tr;321403
mersin;akdeniz;3243366583;3243364016;bilgi@akdeniz-bld.gov.tr;www.akdeniz-bld.gov.tr;279383
mersin;mezitli;3243581005;3243570042;ozelkalem@mezitli.bel.tr;www.mezitli.bel.tr;158482
mersin;toroslar;3243227215;3243227214;bilgi@toroslar-bld.gov.tr;www.toroslar.bel.tr;277658
mersin;yeniþehir;3243274663;3243276377;bilgi@yenisehir-bld.gov.tr;www.yenisehir-bld.gov.tr;224895
muðla;bodrum;2523161214;2523164913;info@bodrum.bel.tr;www.bodrum.bel.tr;140716
muðla;dalaman;5545362273;2526922015;info@dalaman.bel.tr;www.dalaman.bel.tr;35362
muðla;datça;2527123098;2527123497;baskan@datca.bel.tr;www.datca.bel.tr;17983
muðla;fethiye;2526141020;2526146792;belediyem@fethiye.bel.tr;www.fethiye.bel.tr;140509
muðla;kavaklýdere;2525927026;2525927004;info@kavaklidere.bel.tr;www.kavaklidere.bel.tr;10878
muðla;menteþe;2525945071;2525945187;mentese_bel.sekreteri@hotmail.com;www.mentese.bel.tr;99911
muðla;köyceðiz;2522624005;2522624844;;www.koycegiz.bel.tr;33777
muðla;marmaris;2524121005;2524135475;info@marmaris.bel.tr;www.marmaris.bel.tr;85801
muðla;milas;2525121416;2525128029;info@milas.bel.tr;www.milas.bel.tr;129128
muðla;ortaca;2522825016;2522825016;info@ortaca.bel.tr;www.ortaca.bel.tr;44227
muðla;ula;2522423092;2522422418;ulabelediyesi@hotmail.com;www.ula.bel.tr;23418
muðla;yataðan;2525725100;2525725013;info@muðlayayagan.bel.tr;www.muðlayatagan.bel.tr;45295
muðla;seydikemer;;;;;59660
muþ;bulanýk;4363112154;4363112377;bulanikbelediyesi@mynet.com;www.bulanik.bel.tr;24819
muþ;hasköy;4364112035;4364112043;o.degirmen@hotmail.com;;12941
muþ;korkut;4366116023;4366116024;;;3604
muþ;malazgirt;4365112071;4365114169;info@malazgirt.bel.tr;www.malazgirt.bel.tr;20837
muþ;varto;4367112020;4367112809;;www.vartobelediyesi.com;10089
nevþehir;acýgöl;3843112002;3843112375;acigolbelediyesi@ttmail.com/acigolbelediyesi@hotmail.com;www.acigol.bel.tr;5847
nevþehir;avanos;3845114064;3845114065;avanosbeltr@mynet.com;www.avanos.bel.tr;13250
nevþehir;derinkuyu;3843813003;3843813969;derinkuyubelediyesi@hotmail.com;www.derinkuyu.bel.tr;10731
nevþehir;gülþehir;3844113003;3844113905;gulsehirbelediyesi@hotmail.com;www.gulsehir.bel.tr;12219
nevþehir;hacýbektaþ;3844412721;3844413638;bilgi@hacibektas.bel.tr;www.hacibektas.bel.tr;5078
nevþehir;kozaklý;3844714293;3844713565;kozbld@hotmail.com;;7396
nevþehir;ürgüp;3843414008;3843414226;info@urgup.bel.tr;www.urgup.bel.tr;20061
niðde;altunhisar;3886112305;3886112146;altunhisar@altunhisar.bel.tr;www.altunhisar.bel.tr;2967
niðde;bor;3883117115;3883117858;bor@bor.bel.tr;www.bor.bel.tr;40529
niðde;çamardý;3887112025;3887112497;camardibelediyesi@hotmail.com;www.camardi.bel.tr;3973
niðde;çiftlik;3884112004;3884112191;;www.ciftlik.bel.tr;4579
niðde;ulukýþla;3885112152;3885118007;cgyu-51@hotmail.com;www.ulukisla.bel.tr;5275
ordu;akkuþ;4526112009;5426112888;akkus@akkus.bel.tr;www.akkus.bel.tr;26582
ordu;aybastý;4527141175;4527141003;yaziisleri@aybasti.bel.tr;www.aybasti.bel.tr;24247
ordu;çamaþ;5426444115;4524812465;bilgi@camas.bel.tr;www.camas.bel.tr;10403
ordu;çatalpýnar;4524912020;4524912110;;www.catalpinar.bel.tr;14669
ordu;çaybaþý;4523913018;4523913007;mail@caybasi.bel.tr;www.caybasi.bel.tr;15163
ordu;fatsa;4524236300;4524236309;fatsabldsi@mynet.com;www.fatsa.bel.tr;105960
ordu;gölköy;4527412032;4527412322;bilgi@golkoy.bel.tr;www.golkoy.bel.tr;32832
ordu;gülyalý;4528112053;4528112052;gulyalibelediyesi@hotmail.com;www.gulyali.gov.tr;9116
ordu;gürgentepe;4528212064;4528212024;bilgi@gurgentepe.bel.tr;www.gurgentepe.bel.tr;16232
ordu;ikizce;4523712004;4523712972;bilgiislem@ikizce.bel.tr;www.ikizce.bel.tr;16745
ordu;kabadüz;4528412828;4528412053;;;8312
ordu;kabataþ;4526944001;4526944502;baskan@kabatas.bel.tr;www.kabatas.bel.tr;12281
ordu;korgan;5426712127;4526712005;belediye@korgan.bel.tr;www.korgan.bel.tr;32370
ordu;kumru;4526413141;4526413144;info@kumrubelediyesi.com;www.kumru.bel.tr;32268
ordu;mesudiye;4527612144;4527612144;info@mesudiye.bel.tr;www.mesudiye.bel.tr;16975
ordu;perþembe;4525171052;4525170114;persembe@persembe.bel.tr;www.persembe.bel.tr;32131
ordu;ulubey;4528613326;4528613327;orduulubeybld@ttnet.mail.com;www.ulubey.bel.tr;20868
ordu;ünye;4523233333;4523248405;baskan@unye.bel.tr;www.unye.bel.tr;118201
ordu;altýnordu;4522250116;4522234933;;;186097
osmaniye;bahçe;3288612009;3288612106;bahce-belediyesi@hotmail.com;www.bahce.bel.tr;13747
osmaniye;düziçi;3288761399;3288761578;bilgiislem@duzici.bel.tr;www.duzici.bel.tr;44432
osmaniye;hasanbeyli;3286648126;3286648113;hasbel080@hotmail.com;www.hasanbeyli.bel.tr;2390
osmaniye;kadirli;3287182104;3287181163;kadirlibelediyesi@kadirli.bel.tr;www.kadirli.bel.tr;84381
osmaniye;sumbas;3287848377;3287848007;sumbasbelediyesi@hotmail.com;;2140
osmaniye;toprakkale;3286332003;3286332028;toprakkalebelediyesi@hotmail.com;www.toprakkale.bel.tr;14732
rize;ardeþen;4647151666;4647155663;bilgi@ardesen.bel.tr;www.ardesen.bel.tr;25895
rize;çamlýhemþin;4646517065;4646517486;c.hemsinbelediyesi@hotmail.com;www.camlihemsin.bel.tr;1513
rize;çayeli;4645325085;4645325083;belediye@cayeli.bel.tr;www.cayeli.bel.tr;23402
rize;derepazarý;4643113329;4643113019;iletisim@derepazari.bel.tr;www.derepazari.bel.tr;4289
rize;fýndýklý;4645113010;4645113961;findiklibel@ttmail.com;www.findikli.bel.tr;9896
rize;güneysu;4643441105;4643441223;guneysubld@hotmail.com;www.guneysu.bel.tr;4540
rize;hemþin;4646412990;4646413030;hemsinbelediyesi@gmail.com;www.hemsin.bel.tr;1363
rize;ikizdere;4644161147;4644161547;;www.ikizdere.bel.tr;1820
rize;pazar;4646121130;4646121134;pazar.bel.tr;www.pazar.bel.tr;15032
sakarya;ferizli;2647817011;2647817099;ferizlibelediyesi@hotmail.com;ferizli.bel.tr;24585
sakarya;söðütlü;2646812482;2646812485;;www.sogutlubld.web.tr;14055
sakarya;akyazý;2644181431;2644181435;;www.akyazi.bel.tr;84281
sakarya;geyve;2645175240;2645175242;bilgi@geyve.bel.tr;www.geyve.bel.tr;48171
sakarya;hendek;2646146152;2646146156;bilgi@hendek.bel.tr;www.hendek.bel.tr;76134
sakarya;karapürçek;2644715010;2644716133;sakaryakarapurcekbelediyesi@hotmail.com;;12422
sakarya;karasu;2647181200;2647181209;karasu@sakaryakarasu.bel.tr;www.sakaryakarasu.bel.tr;55342
sakarya;kaynarca;2648712096;2648713079;sakaryakaynarcabelediyesi@mynet.com;sakaryakaynarca.bel.tr;23390
sakarya;kocaali;2648121102;2648121111;kocaali@kocaali.bel.tr;www.kocaali.bel.tr;22666
sakarya;pamukova;2645513414;2645513020;;www.pamukova.bel.tr;27841
sakarya;sapanca;2645825152;2645829348;;www.sapanca.bel.tr;39061
sakarya;taraklý;2644912021;2644912017;taraklibelediyesi@hotmail.com;;7135
sakarya;adapazarý;2642775430;2642775443;ozelkalem@adapazari.bel.tr;www.adapazari.bel.tr;259516
sakarya;arifiye;2642291010;2642291012;arifiye_b@hotmail.com;www.arifiye.bld.tr;38905
sakarya;erenler;2642414800;2642414807;info@sakarya-erenler.bel.tr;sakarya-erenler.bel.tr;78094
sakarya;serdivan;2642111050;2642111057;ozelkalem@serdivan.bel.tr;www.serdivan.bel.tr;105775
samsun;alaçam;3626220002;3626220230;alacam@alacam.bel.tr;www.alacam.bel.tr;28162
samsun;asarcýk;3627912250;3627912237;info@asarcik.bel.tr;www.asarcik.bel.tr;17783
samsun;ayvacýk;3628132022;3628132023;muþtafabelur@ayvacik.bel.tr;www.ayvacik.bel.tr;22444
samsun;bafra;3625431012;3625433995;bafrabelediyesi@bafra.bel.tr;www.bafra.bel.tr;142812
samsun;çarþamba;3628334685;3628334687;belediye@carsamba.bel.tr;www.carsamba.bel.tr;136184
samsun;havza;3627141018;3627141912;havzabelediyesi@hotmail.com;www.havza.bel.tr;42791
samsun;kavak;3627413312;3627413006;samsunkavak-bld@hotmail.com;www.samsunkavak.bel.tr;20604
samsun;ladik;3627713030;3627714005;;www.ladik.bel.tr;17230
samsun;ondokuz mayýs;3625114488;3625113160;info@19mayis.bel.tr;www.19mayis.bel.tr;24454
samsun;salýpazarý;3628212019;3628212091;bilgiislem@salipazari.bel.tr;www.salipazari.bel.tr;19623
samsun;tekkeköy;3622560534;3622560004;;;50124
samsun;terme;3628761002;3628761168;bilgi@terme.bel.tr;www.terme.bel.tr;73615
samsun;vezirköprü;3626471608;3626471274;halklailiskiler@vezirkopru.bel.tr;www.vezirkopru.bel.tr;101715
samsun;yakakent;3626112104;3626112454;yakakent@yakakent.bel.tr;www.yakakent.bel.tr;9074
samsun;atakum;3624444055;3624370611;bilgi@atakum.bel.tr;www.atakum.bel.tr;149226
samsun;canik;3622283550;3622388430;canik@canik.bel.tr;www.canik.bel.tr;93721
samsun;ilkadým;3624445501;3624320863;bilgiislem@ilkadim.bel.tr;www..ilkadim.bel.tr;312248
þanlýurfa;karaköprü;4143477236;4143477642;nihatciftci@karakopru.bel.tr;www.karakopru.bel.tr;103495
þanlýurfa;akçakale;4144112057;4144112330;akcakalebelediyesi@hotmail.com;;95709
þanlýurfa;birecik;4146521007;4146521392;birecikbelediyesi@hotmail.com;www.birecik.bel.tr;92125
þanlýurfa;bozova;4147115012;4147116522;bozovabelediye63@hotmail.com;www.bozova.bel.tr;57017
þanlýurfa;ceylanpýnar;4144714005;4144714372;info@ceylanpinar.bel.tr;www.ceylanpinar.bel.tr;78814
þanlýurfa;halfeti;4147511010;4147511014;halfetibelediyesi@hotmail.com;www.halfeti.bel.tr;38737
þanlýurfa;harran;4144412075;4144412558;harranbelediyesi63@harran.bel.tr;www.harran.bel.tr;75742
þanlýurfa;hilvan;4146812007;4146812035;bilgi@hilvan.bel.tr;www.hilvan.bel.tr;41410
þanlýurfa;siverek;4145521200;4145521027;;www.siverek.bel.tr;232290
þanlýurfa;suruç;4146114372;4146119912;---surucbld63@mynet.com;;101366
þanlýurfa;viranþehir;4145113081;4145113582;belediye@viransehir.bel.tr;wwww.viransehir.bel.tr;177084
þanlýurfa;eyyübiye;;;;;360509
þanlýurfa;haliliye;;;;;347682
siirt;aydýnlar;4844612007;4844612310;tillobelediyesi@mynet.com;www.aydinlar.bel.tr;2117
siirt;baykan;4845612012;4875612186;;www.baykan.bel.tr;5741
siirt;eruh;4843112010;4843112740;eruhbld@superonline.com;www.eruh.bel.tr;8260
siirt;kurtalan;4844112010;4844112037;kurtalanbelediyesi@mynet.com;www.kurtalan.bel.tr;30768
siirt;pervari;4843612003;4843612261;pervaribelediyesi@hotmail.com;www.pervari.bel.tr;5830
siirt;þirvan;4845112003;4845112028;sirvan_belediyesi@mynet.com;www.sirvan.bel.tr;4363
sinop;ayancýk;3686131073;3686131333;;www.ayancik.bel.tr;12971
sinop;boyabat;3683151033;3683151018;boyabatbelediyesi@boyabat.bel.tr;www.boyabat.bel.tr;26121
sinop;dikmen;3687712178;3687712595;;www.dikmen.bel.tr;1596
sinop;duraðan;3684161009;3684161034;duragan@duragan.bel.tr;www.duragan.bel.tr;7434
sinop;erfelek;3685112250;3685112249;info@erfelek.bel.tr;www.erfelek.bel.tr;3524
sinop;gerze;3687181009;3687181248;gerzebelediyesi@hotmail.com;www.gerze.bel.tr;12916
sinop;saraydüzü;3684858155;3684858153;sarayduzu@sarayduzu.bel.tr;www.sarayduzu.bel.tr;1246
sinop;türkeli;3686712188;3686712217;halildilekozcan@turkeli.bel.tr;www.turkeli.bel.tr;5597
þýrnak;beytüþþebap;4863112006;4863112631;beytussebapbel.yavuz@hotmail.com;;5304
þýrnak;cizre;4866161714;4866168513;cizrebelediye@hotmail.com;www.cizre.bel.tr;110166
þýrnak;güçlükonak;4866813001;4866813158;guclukonakbld@hotmail.com;;3356
þýrnak;idil;4865512012;4865512178;idil@idil.bel.tr;www.idil.bel.tr;25633
þýrnak;silopi;4865181008;4865182020;info@silopi.bel.tr;www.silopi.bel.tr;85350
þýrnak;uludere;4863512007;4863512873;uluderebelediyesi@hotmail.com;www.uludere.bel.tr;6726
sivas;akýncýlar;3463615577;3463615566;yasaraga58@hotmail.com;www.sivasakincilar.bel.tr;2659
sivas;altýnyayla;3466812004;3466812042;;;3850
sivas;divriði;3464181113;3464181002;divrigi_bel58@hotmail.com;www.divrigi.bel.tr;10530
sivas;doðanþar;3468812027;3468812144;bilgi@dogansar.bel.tr;www.dogansar.bel.tr;1448
sivas;gemerek;3466141007;3466141220;info@gemerek.bel.tr;www.gemerek.bel.tr;11811
sivas;gölova;3463812009;3463812198;baskan@golova.bel.tr;www.golova.bel.tr;1432
sivas;gürün;3467151013;3467151770;info@gurun.bel.tr;www.gurun.bel.tr;11107
sivas;hafik;3468412054;3468412213;;www.hafik.bel.tr;2882
sivas;imranlý;3468612007;3468612633;;www.imranli.bel.tr;3390
sivas;kangal;3464571098;3464572400;kangalbelediyesi@hotmail.com;;9868
sivas;koyulhisar;3463413019;3463413138;;www.koyulhisar.bel.tr;5100
sivas;suþehri;3463114460;3463114006;yaziisleri@susehri.bel.tr;www.susehri.bel.tr;14544
sivas;þarkýþla;3465121017;3465121017;sarkislabelediyesi@hotmail.com;www.sarkisla.bel.tr;21181
sivas;ulaþ;3467812006;3467812495;;;3849
sivas;yýldýzeli;3467512887;3467512078;info@yildizeli.bel.tr;yildizeli.bel.tr;8875
sivas;zara;3468161022;3468161668;zara@zara.gov.bel.tr;www.zara.bel.tr;11931
tekirdað;çerkezköy;2827265019;2827268059;baskan@cerkezkoy.bel.tr;www.cerkezkoy.bel.tr;113134
tekirdað;kapaklý;2827171100;2827171116;yazi@kapakli.bel.tr;www.kapakli.bel.tr;85898
tekirdað;çorlu;2826847500;2826847563;info@corlu.bel.tr;www.corlu.bel.tr;225540
tekirdað;hayrabolu;2823151049;2823151152;hayrabolu@hayrabolu.bel.tr;www.hayrabolu.bel.tr;33839
tekirdað;malkara;2824271033;2824271640;yazi@malkara.bel.tr;www.malkarabelediyesi.com;53293
tekirdað;marmara ereðlisi;2826131250;2826131311;mereglibld@hotmail.com;www.marmaraereglisi.bel.tr;22816
tekirdað;muratlý;2823612313;2823612314;yaziisleri@muratli.bel.tr;www.muratli.bel.tr;26764
tekirdað;saray;2827681005;2827680055;bilgi@saray.bel.tr;www.saray.bel.tr;47171
tekirdað;þarköy;2825181021;2825181052;sarkoybld@hotmail.com;www.sarkoy.bel.tr;29994
tekirdað;ergene;;;;;56787
tekirdað;süleymanpaþa;;;;;179239
tokat;almuþ;3564113129;3564113018;almuþbelediyesi@msn.com;www.almuþ.bel.tr;4969
tokat;artova;3566112011;3566112449;altovabl@hotmail.com;;3257
tokat;baþçiftlik;3564512082;3564512055;basciflikbelediyesi@gmail.com;www.basciflik.bel.tr;3369
tokat;erbaa;3567157335;3567151147;erbaa@erbaa.bel.tr;www.erbaa.bel.tr;60742
tokat;niksar;3565278151;3565276370;mali.hizmetler@nikser.bel.tr;www.nikser.bel.tr;31978
tokat;pazar;3562612015;3562612023;tokatpazarbelediyesi@mynet.com;www.tokatpazar.bel.tr;4841
tokat;reþadiye;3564613028;3564614438;belediye@resadiye.bel.tr;www.resadiye.bel.tr;9260
tokat;sulusaray;3566516080;3566516085;sebastapolis.ttnet.net.tr;www.sulusaray60.bel.tr;3409
tokat;turhal;3562754336;3562761156;turhalbelediye@turhal.bel.tr;www.turhal.bel.tr;62596
tokat;yeþilyurt;3566312169;3566312278;yesiyurtbel60@mynet.com;www.yesilyurt.bel.tr;5249
tokat;zile;3563175080;3563171389;zilebelediyesi@gmail.com;www.zile.bel.tr;34708
trabzon;akçaabat;4622271300;4622271311;akcaabat@akcaabat.bel.tr;www.akcaabat.bel.tr;113917
trabzon;araklý;4627216072;4627216077;;www.arakli.bel.tr;48489
trabzon;arsin;4627113025;4627114160;basin@arsin.bel.tr;www.arsin.bel.tr;27927
trabzon;beþikdüzü;4628713096;4628713011;info@besikduzu.bel.tr;www.besikduzu.bel.tr;21826
trabzon;çarþýbaþý;4628213004;4628213043;carsibasibel@hotmail.com;www.carsibasi.bel.tr;15742
